"Hand #","Marked","Site","Date","Stake","My C Won","Final Hand","Hole Cards","PF Act","Flop","F Act","Turn","T Act","River","R Act","Winner","Winning Hand","Pot","Rake","Position","Hand"
"4458298643","","Ignition","2023/04/26  8:07 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11070000","F","70902","","0","","0","","P1-b856d9e688044f9e7d15c02bc4ccac05","(did not show hand)","$0.35","$0.01","BTN","J7o"
"4458298642","","Ignition","2023/04/26  8:07 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","10080000","F","100407","","4","","14","","P4-d2c2c1fd325ea662dd45a95cb406a095","Two Pair, Fours and Twos","$0.26","$0.01","BTN","T8o"
"4458298477","","Ignition","2023/04/26  8:06 pm","$0.05 NL (6 max)","-$0.12","(folded preflop)","7060000","RF","61408","","12","","10","","[Split Pot]","One Pair, Aces","$12.86","$0.64","BTN","76o"
"4458298474","","Ignition","2023/04/26  8:06 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","6050000","F","61403","","13","","6","","P2-ab4974f5f3de963fb55099839bf51bef","Three of a Kind, Sixes","$0.12","$0.00","MP","65o"
"4458298469","","Ignition","2023/04/26  8:06 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","9050000","F","0","","0","","0","","P3-666f59b8fed0e9d6129576d0b1595e51","(did not show hand)","$0.12","$0.00","SB","95o"
"4458298403","","Ignition","2023/04/26  8:06 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","14060000","F","0","","0","","0","","P1-05700d818a56c2848e0ded9a3bfffa8c","(did not show hand)","$0.12","$0.00","SB","A6o"
"4458298349","","Ignition","2023/04/26  8:06 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11040000","F","0","","0","","0","","P1-bc3773cfd89af8bf20eb1c1a9300c8c8","(did not show hand)","$0.04","$0.00","CO","J4o"
"4458298266","","Ignition","2023/04/26  8:06 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","8070000","F","0","","0","","0","","P4-e9553d20acdb0a0ddbf2ff8b2765b2f8","(did not show hand)","$0.12","$0.00","BB","87o"
"4458297965","","Ignition","2023/04/26  8:05 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","8030000","F","0","","0","","0","","P5-d100f92eed08c17e3304a0e38594fbd2","(did not show hand)","$0.28","$0.00","EP","83o"
"4458297889","","Ignition","2023/04/26  8:05 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","13060000","F","70610","","2","","0","","P6-41d50d3cd9eaa3889d203b67198d599e","(did not show hand)","$0.63","$0.03","BB","K6s"
"4458297878","","Ignition","2023/04/26  8:05 pm","$0.05 NL (6 max)","$0.82","(did not show hand)","14120000","R","140203","B","13","B","0","","Hero","(did not show hand)","$1.75","$0.08","SB","AQo"
"4458297794","","Ignition","2023/04/26  8:05 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","12020000","F","81106","","11","","8","","P5-c648a38835961fe1a75015597f80f5c5","(did not show hand)","$0.15","$0.00","BTN","Q2s"
"4458297707","","Ignition","2023/04/26  8:05 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","9040000","F","0","","0","","0","","P6-ca6a35f616af97a5e2a27f2e7b811d53","(did not show hand)","$0.12","$0.00","BB","94o"
"4458297635","","Ignition","2023/04/26  8:05 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","14030000","F","0","","0","","0","","P3-64b1859118b7e05d6dcec47766f36801","(did not show hand)","$0.12","$0.00","CO","A3o"
"4458297562","","Ignition","2023/04/26  8:05 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","9080000","F","121408","","14","","6","","P2-41b0bc68aec720e2a16e1cedb7fcd0b6","One Pair, Aces","$0.38","$0.01","MP","98o"
"4458297451","","Ignition","2023/04/26  8:04 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","7050000","F","0","","0","","0","","P3-666f59b8fed0e9d6129576d0b1595e51","(did not show hand)","$0.04","$0.00","CO","75o"
"4458297435","","Ignition","2023/04/26  8:04 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","14070000","F","130712","","12","","11","","P5-c648a38835961fe1a75015597f80f5c5","Two Pair, Queens and Jacks","$0.46","$0.02","SB","A7o"
"4458297288","","Ignition","2023/04/26  8:04 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11020000","F","100203","","0","","0","","P1-05700d818a56c2848e0ded9a3bfffa8c","(did not show hand)","$0.35","$0.01","BTN","J2o"
"4458297211","","Ignition","2023/04/26  8:04 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","12020000","F","31013","","3","","0","","P1-cf9ed4dfe98247341bfbfca09097200a","(did not show hand)","$0.62","$0.03","EP","Q2o"
"4458296969","","Ignition","2023/04/26  8:03 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","5020000","F","0","","0","","0","","P6-41d50d3cd9eaa3889d203b67198d599e","(did not show hand)","$0.12","$0.00","SB","52o"
"4458296966","","Ignition","2023/04/26  8:03 pm","$0.05 NL (6 max)","$0.07","(did not show hand)","14120000","R","0","","0","","0","","Hero","(did not show hand)","$0.12","$0.00","MP","AQs"
"4458296894","","Ignition","2023/04/26  8:03 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11090000","F","130610","","0","","0","","P1-b856d9e688044f9e7d15c02bc4ccac05","(did not show hand)","$0.60","$0.03","BTN","J9o"
"4458296640","","Ignition","2023/04/26  8:03 pm","$0.05 NL (6 max)","-$0.05","(folded turn)","9050000","X","21411","X","2","XF","0","","P5-c648a38835961fe1a75015597f80f5c5","(did not show hand)","$0.12","$0.00","BB","95o"
"4458296604","","Ignition","2023/04/26  8:03 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","11050000","F","0","","0","","0","","P4-e9553d20acdb0a0ddbf2ff8b2765b2f8","(did not show hand)","$0.12","$0.00","SB","J5o"
"4458296448","","Ignition","2023/04/26  8:02 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","4030000","F","131210","","6","","9","","P2-012e64057b9e30b5de887fbad6065969","Two Pair, Kings and Queens","$2.04","$0.10","CO","43o"
"4458296429","","Ignition","2023/04/26  8:02 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","12060000","F","0","","0","","0","","P4-e9553d20acdb0a0ddbf2ff8b2765b2f8","(did not show hand)","$0.10","$0.00","BB","Q6o"
"4458296304","","Ignition","2023/04/26  8:02 pm","$0.05 NL (6 max)","-$4.29","One Pair, Aces","14120000","C","60514","R","2","","4","","P1-05700d818a56c2848e0ded9a3bfffa8c","Two Pair, Sixes and Fives","$8.73","$0.43","BB","AQs"
"4458296195","","Ignition","2023/04/26  8:02 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11100000","F","130402","","0","","0","","P6-4c45ed781d81bc9deadfafaa0e8a3305","(did not show hand)","$0.22","$0.01","MP","JTo"
"4458296034","","Ignition","2023/04/26  8:02 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","13030000","F","0","","0","","0","","P3-64b1859118b7e05d6dcec47766f36801","(did not show hand)","$0.12","$0.00","EP","K3s"
"4458295893","","Ignition","2023/04/26  8:01 pm","$0.05 NL (6 max)","-$1.44","High Card, Ace","9080000","R","71406","B","13","B","3","B","P6-ca6a35f616af97a5e2a27f2e7b811d53","One Pair, Aces","$2.90","$0.14","BTN","98o"
"4458295871","","Ignition","2023/04/26  8:01 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11070000","F","140212","","6","","13","","P1-bc3773cfd89af8bf20eb1c1a9300c8c8","High Card, Ace","$0.10","$0.00","CO","J7o"
"4458295830","","Ignition","2023/04/26  8:01 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11070000","F","90702","","5","","8","","P4-e9553d20acdb0a0ddbf2ff8b2765b2f8","(did not show hand)","$0.64","$0.03","MP","J7o"
"4458295616","","Ignition","2023/04/26  8:01 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","12020000","F","0","","0","","0","","P5-76ed90feca948295e1723649774837e5","(did not show hand)","$0.32","$0.00","SB","Q2s"
"4458295600","","Ignition","2023/04/26  8:01 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","5030000","F","0","","0","","0","","P2-41b0bc68aec720e2a16e1cedb7fcd0b6","(did not show hand)","$0.10","$0.00","CO","53o"
"4458295501","","Ignition","2023/04/26  8:00 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","12060000","F","0","","0","","0","","P3-e8e6d96966c0d5122e97ab66c691205d","(did not show hand)","$0.12","$0.00","BTN","Q6s"
"4458295368","","Ignition","2023/04/26  8:00 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","13040000","F","0","","0","","0","","P6-ca6a35f616af97a5e2a27f2e7b811d53","(did not show hand)","$0.12","$0.00","BB","K4s"
"4458295336","","Ignition","2023/04/26  8:00 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","8020000","F","0","","0","","0","","P1-b856d9e688044f9e7d15c02bc4ccac05","(did not show hand)","$0.10","$0.00","BTN","82o"
"4458295241","","Ignition","2023/04/26  8:00 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","8030000","F","111410","","7","","13","","P5-f90edcb466a2d117263a2b7963cbd9e4","One Pair, Tens","$0.17","$0.00","MP","83o"
"4458295219","","Ignition","2023/04/26  8:00 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","13120000","F","0","","0","","0","","P5-8d53bb9b5b32b144fc0c148fed578997","(did not show hand)","$0.12","$0.00","SB","KQo"
"4458295178","","Ignition","2023/04/26  8:00 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","10020000","F","0","","0","","0","","P2-012e64057b9e30b5de887fbad6065969","(did not show hand)","$0.10","$0.00","EP","T2o"
"4458295113","","Ignition","2023/04/26  8:00 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","8020000","F","0","","0","","0","","P2-41b0bc68aec720e2a16e1cedb7fcd0b6","(did not show hand)","$0.12","$0.00","BB","82o"
"4458294857","","Ignition","2023/04/26  7:59 pm","$0.05 NL (6 max)","$0.13","(did not show hand)","14040000","R","111314","B","0","","0","","Hero","(did not show hand)","$0.26","$0.01","BTN","A4o"
"4458294764","","Ignition","2023/04/26  7:59 pm","$0.05 NL (6 max)","$0.92","Three of a Kind, Aces","14110000","R","140714","XC","13","XC","6","B","Hero","Three of a Kind, Aces","$2.04","$0.10","SB","AJo"
"4458294643","","Ignition","2023/04/26  7:59 pm","$0.05 NL (6 max)","$0.05","(did not show hand)","6060000","R","0","","0","","0","","Hero","(did not show hand)","$0.10","$0.00","MP","66"
"4458294534","","Ignition","2023/04/26  7:59 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","4020000","F","0","","0","","0","","P2-ab4974f5f3de963fb55099839bf51bef","(did not show hand)","$0.10","$0.00","BB","42o"
"4458294523","","Ignition","2023/04/26  7:59 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","9040000","F","110407","","8","","6","","P2-012e64057b9e30b5de887fbad6065969","(did not show hand)","$0.38","$0.01","MP","94s"
"4458294168","","Ignition","2023/04/26  7:58 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11040000","F","60912","","0","","0","","P3-2baf0c720c7c0296680de64a70dd5bb4","(did not show hand)","$0.26","$0.01","CO","J4o"
"4458294114","","Ignition","2023/04/26  7:58 pm","$0.05 NL (6 max)","$0.59","Three of a Kind, Threes","3030000","R","91203","X","8","BC","6","B","Hero","Three of a Kind, Threes","$1.30","$0.06","SB","33"
"4458293976","","Ignition","2023/04/26  7:57 pm","$0.05 NL (6 max)","$0.07","(did not show hand)","13100000","R","0","","0","","0","","Hero","(did not show hand)","$0.12","$0.00","BTN","KTs"
"4458293959","","Ignition","2023/04/26  7:57 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","6020000","F","50302","","14","","10","","P2-ab4974f5f3de963fb55099839bf51bef","Two Pair, Threes and Twos","$3.72","$0.18","EP","62o"
"4458293699","","Ignition","2023/04/26  7:57 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","14050000","F","40306","","4","","12","","P4-891e945c1026e0215fbbabf2b22c93f5","Two Pair, Aces and Fours","$9.79","$0.48","CO","A5s"
"4458293573","","Ignition","2023/04/26  7:57 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","10050000","F","0","","0","","0","","P1-cf9ed4dfe98247341bfbfca09097200a","(did not show hand)","$0.12","$0.00","SB","T5o"
"4458293417","","Ignition","2023/04/26  7:56 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","7040000","F","60912","","10","","14","","P6-4c45ed781d81bc9deadfafaa0e8a3305","(did not show hand)","$1.27","$0.06","MP","74o"
"4458293241","","Ignition","2023/04/26  7:56 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","8020000","F","0","","0","","0","","P1-cf9ed4dfe98247341bfbfca09097200a","(did not show hand)","$0.12","$0.00","BB","82o"
"4458293215","","Ignition","2023/04/26  7:56 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","13100000","F","0","","0","","0","","P3-12faff78eac8f5d50c2d60a1d1b9f950","(did not show hand)","$0.12","$0.00","CO","KTo"
"4458293078","","Ignition","2023/04/26  7:56 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","7030000","F","0","","0","","0","","P6-4c45ed781d81bc9deadfafaa0e8a3305","(did not show hand)","$0.04","$0.00","BTN","73o"
"4458292997","","Ignition","2023/04/26  7:55 pm","$0.05 NL (6 max)","$0.07","(did not show hand)","14080000","R","0","","0","","0","","Hero","(did not show hand)","$0.12","$0.00","MP","A8s"
"4458292964","","Ignition","2023/04/26  7:55 pm","$0.05 NL (6 max)","$0.05","(did not show hand)","10050000","X","111312","X","9","X","11","B","Hero","(did not show hand)","$0.10","$0.00","BB","T5s"
"4458292821","","Ignition","2023/04/26  7:55 pm","$0.05 NL (6 max)","-$0.42","(folded river)","5050000","R","20410","C","11","C","6","F","P1-4762a396f11763ec9f55746dd686df95","(did not show hand)","$0.89","$0.04","BTN","55"
"4458292808","","Ignition","2023/04/26  7:55 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","12020000","F","0","","0","","0","","P1-cf9ed4dfe98247341bfbfca09097200a","(did not show hand)","$0.10","$0.00","CO","Q2s"
"4458292789","","Ignition","2023/04/26  7:55 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","10050000","F","0","","0","","0","","P1-05700d818a56c2848e0ded9a3bfffa8c","(did not show hand)","$0.04","$0.00","MP","T5o"
"4458292670","","Ignition","2023/04/26  7:55 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","10050000","F","0","","0","","0","","P2-ab4974f5f3de963fb55099839bf51bef","(did not show hand)","$0.12","$0.00","SB","T5o"
"4458292662","","Ignition","2023/04/26  7:55 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","7020000","F","0","","0","","0","","[Split Pot]","(did not show hand)","$0.00","$0.00","CO","72o"
"4458292292","","Ignition","2023/04/26  7:54 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11060000","F","0","","0","","0","","P1-05700d818a56c2848e0ded9a3bfffa8c","(did not show hand)","$0.37","$0.00","CO","J6o"
"4458292079","","Ignition","2023/04/26  7:54 pm","$0.05 NL (6 max)","-$0.12","(folded flop)","6030000","C","111007","F","0","","0","","P3-12faff78eac8f5d50c2d60a1d1b9f950","(did not show hand)","$0.24","$0.01","BB","63s"
"4458292046","","Ignition","2023/04/26  7:53 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","14050000","F","120304","","11","","6","","P5-76ed90feca948295e1723649774837e5","Flush, King High","$10.08","$0.50","BTN","A5o"
"4458291959","","Ignition","2023/04/26  7:53 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","12020000","F","50811","","10","","11","","P3-dc2f63703cb2ad384937d0e94dfdc781","(did not show hand)","$1.59","$0.07","SB","Q2o"
"4458291659","","Ignition","2023/04/26  7:53 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","14040000","F","90908","","0","","0","","P3-2baf0c720c7c0296680de64a70dd5bb4","(did not show hand)","$0.26","$0.01","SB","A4o"
"4458291636","","Ignition","2023/04/26  7:53 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","13040000","F","110709","","0","","0","","P6-af0c8566338bc07d22c236e0149d92f9","(did not show hand)","$0.73","$0.03","BTN","K4o"
"4458291393","","Ignition","2023/04/26  7:52 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","10060000","F","0","","0","","0","","P5-f90edcb466a2d117263a2b7963cbd9e4","(did not show hand)","$0.12","$0.00","SB","T6o"
"4458291294","","Ignition","2023/04/26  7:52 pm","$0.05 NL (6 max)","-$0.64","(folded turn)","14120000","RC","20609","XC","7","XF","0","","P6-4c45ed781d81bc9deadfafaa0e8a3305","(did not show hand)","$1.35","$0.06","EP","AQo"
"4458291276","","Ignition","2023/04/26  7:52 pm","$0.05 NL (6 max)","-$0.15","(folded flop)","11070000","C","141006","XF","0","","0","","P3-dc2f63703cb2ad384937d0e94dfdc781","(did not show hand)","$0.32","$0.01","BB","J7s"
"4458291122","","Ignition","2023/04/26  7:52 pm","$0.05 NL (6 max)","-$0.05","(folded flop)","11050000","X","131207","XF","0","","0","","P5-76ed90feca948295e1723649774837e5","(did not show hand)","$0.15","$0.00","BB","J5o"
"4458290917","","Ignition","2023/04/26  7:51 pm","$0.05 NL (6 max)","$0.07","(did not show hand)","14090000","R","0","","0","","0","","Hero","(did not show hand)","$0.12","$0.00","EP","A9s"
"4458290872","","Ignition","2023/04/26  7:51 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","13070000","F","130212","","12","","10","","P1-bc3773cfd89af8bf20eb1c1a9300c8c8","(did not show hand)","$0.20","$0.01","MP","K7o"
"4458290658","","Ignition","2023/04/26  7:51 pm","$0.05 NL (6 max)","$0.07","(did not show hand)","13120000","R","0","","0","","0","","Hero","(did not show hand)","$0.12","$0.00","CO","KQo"
"4458290640","","Ignition","2023/04/26  7:51 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","6050000","F","130913","","2","","13","","P4-891e945c1026e0215fbbabf2b22c93f5","Full House, Kings full of Fives","$0.50","$0.02","MP","65o"
"4458290575","","Ignition","2023/04/26  7:51 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","7060000","F","110712","","2","","14","","P3-64b1859118b7e05d6dcec47766f36801","(did not show hand)","$1.91","$0.09","BB","76o"
"4458290567","","Ignition","2023/04/26  7:51 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11060000","F","0","","0","","0","","P6-4c45ed781d81bc9deadfafaa0e8a3305","(did not show hand)","$0.10","$0.00","CO","J6o"
"4458290374","","Ignition","2023/04/26  7:50 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","13060000","F","0","","0","","0","","P4-d4ea96fc78e98a55ab6b94429635f96d","(did not show hand)","$0.12","$0.00","EP","K6o"
"4458290199","","Ignition","2023/04/26  7:50 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11050000","F","101304","","8","","6","","P1-cf9ed4dfe98247341bfbfca09097200a","One Pair, Kings","$9.88","$0.49","CO","J5o"
"4458290153","","Ignition","2023/04/26  7:50 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11050000","F","141311","","10","","9","","P5-c648a38835961fe1a75015597f80f5c5","(did not show hand)","$0.10","$0.00","BTN","J5o"
"4458290034","","Ignition","2023/04/26  7:49 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","14040000","F","130603","","6","","0","","P4-891e945c1026e0215fbbabf2b22c93f5","(did not show hand)","$1.12","$0.05","CO","A4o"
"4458289899","","Ignition","2023/04/26  7:49 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","13040000","F","0","","0","","0","","P5-c648a38835961fe1a75015597f80f5c5","(did not show hand)","$0.04","$0.00","SB","K4o"
"4458289607","","Ignition","2023/04/26  7:48 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","8020000","F","120314","","6","","8","","P1-05700d818a56c2848e0ded9a3bfffa8c","(did not show hand)","$0.62","$0.03","MP","82s"
"4458289409","","Ignition","2023/04/26  7:48 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","13080000","F","50311","","7","","0","","P3-7d82a84dc39f44483d31a165af907fdc","(did not show hand)","$1.98","$0.09","BTN","K8s"
"4458289364","","Ignition","2023/04/26  7:48 pm","$0.05 NL (6 max)","-$0.12","(folded turn)","14020000","R","90813","X","2","F","0","","P3-dc2f63703cb2ad384937d0e94dfdc781","(did not show hand)","$0.56","$0.02","BTN","A2s"
"4458289311","","Ignition","2023/04/26  7:48 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","7040000","F","0","","0","","0","","P6-af0c8566338bc07d22c236e0149d92f9","(did not show hand)","$0.12","$0.00","CO","74s"
"4458289220","","Ignition","2023/04/26  7:48 pm","$0.05 NL (6 max)","-$0.13","(folded river)","11030000","X","21109","X","12","C","5","F","P3-12faff78eac8f5d50c2d60a1d1b9f950","(did not show hand)","$0.39","$0.01","BB","J3o"
"4458288874","","Ignition","2023/04/26  7:47 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","10090000","F","50513","","13","","10","","P1-4762a396f11763ec9f55746dd686df95","Full House, Fives full of Kings","$0.32","$0.01","SB","T9o"
"4458288695","","Ignition","2023/04/26  7:47 pm","$0.05 NL (6 max)","$0.02","(did not show hand)","9020000","","0","","0","","0","","Hero","(did not show hand)","$0.04","$0.00","BB","92o"
"4458288588","","Ignition","2023/04/26  7:46 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","9070000","F","120607","","13","","12","","P3-64b1859118b7e05d6dcec47766f36801","Two Pair, Queens and Sixes","$0.30","$0.01","BTN","97o"
"4458288458","","Ignition","2023/04/26  7:46 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","6040000","F","0","","0","","0","","P1-4762a396f11763ec9f55746dd686df95","(did not show hand)","$0.12","$0.00","MP","64o"
"4458288457","","Ignition","2023/04/26  7:46 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","14090000","F","110303","","8","","6","","P6-4c45ed781d81bc9deadfafaa0e8a3305","(did not show hand)","$0.67","$0.03","EP","A9o"
"4458288439","","Ignition","2023/04/26  7:46 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","8060000","F","51110","","8","","11","","P3-7d82a84dc39f44483d31a165af907fdc","(did not show hand)","$1.43","$0.07","SB","86o"
"4458288149","","Ignition","2023/04/26  7:46 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","9060000","F","0","","0","","0","","P2-ab4974f5f3de963fb55099839bf51bef","(did not show hand)","$0.04","$0.00","MP","96o"
"4458288116","","Ignition","2023/04/26  7:45 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","4030000","F","0","","0","","0","","P3-7d82a84dc39f44483d31a165af907fdc","(did not show hand)","$0.10","$0.00","BB","43o"
"4458287897","","Ignition","2023/04/26  7:45 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","4020000","F","90208","","12","","0","","P1-05700d818a56c2848e0ded9a3bfffa8c","(did not show hand)","$0.73","$0.03","SB","42o"
"4458287700","","Ignition","2023/04/26  7:45 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","7040000","F","0","","0","","0","","P6-ca6a35f616af97a5e2a27f2e7b811d53","(did not show hand)","$0.12","$0.00","MP","74s"
"4458287683","","Ignition","2023/04/26  7:45 pm","$0.05 NL (6 max)","-$0.48","(folded river)","8060000","R","130406","B","5","C","9","F","P4-891e945c1026e0215fbbabf2b22c93f5","(did not show hand)","$0.98","$0.04","CO","86s"
"4458287469","","Ignition","2023/04/26  7:44 pm","$0.05 NL (6 max)","-$0.12","(folded river)","2020000","R","101203","X","9","X","9","XF","P5-c648a38835961fe1a75015597f80f5c5","(did not show hand)","$0.31","$0.01","CO","22"
"4458287445","","Ignition","2023/04/26  7:44 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","8020000","F","0","","0","","0","","P1-4762a396f11763ec9f55746dd686df95","(did not show hand)","$0.10","$0.00","BTN","82o"
"4458287398","","Ignition","2023/04/26  7:44 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","14040000","F","0","","0","","0","","P1-05700d818a56c2848e0ded9a3bfffa8c","(did not show hand)","$0.35","$0.00","BB","A4s"
"4458287331","","Ignition","2023/04/26  7:44 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11060000","F","0","","0","","0","","P2-ab4974f5f3de963fb55099839bf51bef","(did not show hand)","$0.12","$0.00","BTN","J6s"
"4458287145","","Ignition","2023/04/26  7:43 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","9070000","F","0","","0","","0","","P4-d4ea96fc78e98a55ab6b94429635f96d","(did not show hand)","$0.12","$0.00","EP","97s"
"4458287141","","Ignition","2023/04/26  7:43 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","5030000","F","0","","0","","0","","P5-c648a38835961fe1a75015597f80f5c5","(did not show hand)","$0.04","$0.00","SB","53o"
"4458287003","","Ignition","2023/04/26  7:43 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","12020000","F","0","","0","","0","","P3-12faff78eac8f5d50c2d60a1d1b9f950","(did not show hand)","$0.10","$0.00","BB","Q2o"
"4458286893","","Ignition","2023/04/26  7:43 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","7060000","F","0","","0","","0","","P4-d4ea96fc78e98a55ab6b94429635f96d","(did not show hand)","$0.37","$0.00","MP","76o"
"4458286831","","Ignition","2023/04/26  7:43 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","7020000","F","21402","","11","","11","","P1-cf9ed4dfe98247341bfbfca09097200a","Two Pair, Aces and Jacks","$3.06","$0.15","MP","72s"
"4458286709","","Ignition","2023/04/26  7:43 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","6040000","F","0","","0","","0","","P2-ab4974f5f3de963fb55099839bf51bef","(did not show hand)","$0.15","$0.00","EP","64o"
"4458286708","","Ignition","2023/04/26  7:43 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","5020000","F","101304","","9","","7","","P1-4762a396f11763ec9f55746dd686df95","Flush, King High","$1.42","$0.07","SB","52o"
"4458286504","","Ignition","2023/04/26  7:42 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","12040000","F","0","","0","","0","","P6-4c45ed781d81bc9deadfafaa0e8a3305","(did not show hand)","$0.12","$0.00","MP","Q4s"
"4458286480","","Ignition","2023/04/26  7:42 pm","$0.05 NL (6 max)","$0.02","(did not show hand)","8030000","","0","","0","","0","","Hero","(did not show hand)","$0.04","$0.00","BB","83s"
"4458286428","","Ignition","2023/04/26  7:42 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","13090000","F","111108","","2","","0","","P1-05700d818a56c2848e0ded9a3bfffa8c","(did not show hand)","$0.37","$0.01","CO","K9o"
"4458286381","","Ignition","2023/04/26  7:42 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","7060000","F","0","","0","","0","","P1-cf9ed4dfe98247341bfbfca09097200a","(did not show hand)","$0.04","$0.00","CO","76o"
"4458286211","","Ignition","2023/04/26  7:42 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","12030000","F","0","","0","","0","","P1-4762a396f11763ec9f55746dd686df95","(did not show hand)","$0.12","$0.00","MP","Q3s"
"4458286201","","Ignition","2023/04/26  7:41 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","14100000","F","0","","0","","0","","P1-05700d818a56c2848e0ded9a3bfffa8c","(did not show hand)","$0.12","$0.00","BTN","ATs"
"4458286089","","Ignition","2023/04/26  7:41 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","9050000","F","130807","","10","","0","","P2-ab4974f5f3de963fb55099839bf51bef","(did not show hand)","$0.49","$0.02","CO","95o"
